#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,04/20/2022 16:42:45,18.23,,
2,04/20/2022 16:45:45,18.62,,
3,04/20/2022 16:48:45,18.19,,
4,04/20/2022 16:51:45,17.46,,
5,04/20/2022 16:54:45,17.54,,
6,04/20/2022 16:57:45,17.11,,
7,04/20/2022 17:00:45,17.67,,
8,04/20/2022 17:03:45,17.63,,
9,04/20/2022 17:06:45,16.99,,
10,04/20/2022 17:09:45,17.50,,
11,04/20/2022 17:12:45,17.29,,
12,04/20/2022 17:15:45,17.54,,
13,04/20/2022 17:18:45,17.46,,
14,04/20/2022 17:21:45,16.99,,
15,04/20/2022 17:24:45,17.03,,
16,04/20/2022 17:27:45,17.41,,
17,04/20/2022 17:30:45,16.94,,
18,04/20/2022 17:33:45,16.94,,
19,04/20/2022 17:36:45,17.03,,
20,04/20/2022 17:39:45,16.99,,
21,04/20/2022 17:42:45,16.08,,
22,04/20/2022 17:45:45,16.26,,
23,04/20/2022 17:48:45,17.03,,
24,04/20/2022 17:51:45,17.20,,
25,04/20/2022 17:54:45,16.77,,
26,04/20/2022 17:57:45,17.11,,
27,04/20/2022 18:00:45,16.81,,
28,04/20/2022 18:03:45,16.56,,
29,04/20/2022 18:06:45,16.47,,
30,04/20/2022 18:09:45,16.43,,
31,04/20/2022 18:12:45,16.47,,
32,04/20/2022 18:15:45,16.39,,
33,04/20/2022 18:18:45,16.13,,
34,04/20/2022 18:21:45,16.17,,
35,04/20/2022 18:24:45,16.13,,
36,04/20/2022 18:27:45,16.21,,
37,04/20/2022 18:30:45,15.83,,
38,04/20/2022 18:33:45,15.74,,
39,04/20/2022 18:36:45,15.57,,
40,04/20/2022 18:39:45,15.70,,
41,04/20/2022 18:42:45,15.57,,
42,04/20/2022 18:45:45,15.61,,
43,04/20/2022 18:48:45,15.44,,
44,04/20/2022 18:51:45,15.27,,
45,04/20/2022 18:54:45,15.23,,
46,04/20/2022 18:57:45,14.93,,
47,04/20/2022 19:00:45,14.71,,
48,04/20/2022 19:03:45,14.33,,
49,04/20/2022 19:06:45,13.94,,
50,04/20/2022 19:09:45,13.68,,
51,04/20/2022 19:12:45,13.77,,
52,04/20/2022 19:15:45,13.34,,
53,04/20/2022 19:18:45,13.38,,
54,04/20/2022 19:21:45,13.43,,
55,04/20/2022 19:24:45,13.12,,
56,04/20/2022 19:27:45,12.91,,
57,04/20/2022 19:30:45,12.57,,
58,04/20/2022 19:33:45,11.49,,
59,04/20/2022 19:36:45,10.68,,
60,04/20/2022 19:39:45,9.78,,
61,04/20/2022 19:42:45,9.48,,
62,04/20/2022 19:45:45,10.25,,
63,04/20/2022 19:48:45,10.68,,
64,04/20/2022 19:51:45,10.42,,
65,04/20/2022 19:54:45,8.96,,
66,04/20/2022 19:57:45,9.22,,
67,04/20/2022 20:00:45,9.26,,
68,04/20/2022 20:03:45,8.45,,
69,04/20/2022 20:06:45,8.11,,
70,04/20/2022 20:09:45,6.82,,
71,04/20/2022 20:12:45,7.42,,
72,04/20/2022 20:15:45,6.90,,
73,04/20/2022 20:18:45,7.98,,
74,04/20/2022 20:21:45,8.45,,
75,04/20/2022 20:24:45,6.39,,
76,04/20/2022 20:27:45,6.05,,
77,04/20/2022 20:30:45,6.73,,
78,04/20/2022 20:33:45,5.92,,
79,04/20/2022 20:36:45,6.22,,
80,04/20/2022 20:39:45,6.43,,
81,04/20/2022 20:42:45,5.70,,
82,04/20/2022 20:45:45,5.66,,
83,04/20/2022 20:48:45,5.70,,
84,04/20/2022 20:51:45,6.48,,
85,04/20/2022 20:54:45,6.90,,
86,04/20/2022 20:57:45,6.09,,
87,04/20/2022 21:00:45,5.75,,
88,04/20/2022 21:03:45,5.92,,
89,04/20/2022 21:06:45,5.36,,
90,04/20/2022 21:09:45,6.90,,
91,04/20/2022 21:12:45,9.69,,
92,04/20/2022 21:15:45,9.65,,
93,04/20/2022 21:18:45,10.29,,
94,04/20/2022 21:21:45,9.48,,
95,04/20/2022 21:24:45,8.88,,
96,04/20/2022 21:27:45,8.66,,
97,04/20/2022 21:30:45,7.98,,
98,04/20/2022 21:33:45,7.63,,
99,04/20/2022 21:36:45,7.38,,
100,04/20/2022 21:39:45,7.25,,
101,04/20/2022 21:42:45,7.85,,
102,04/20/2022 21:45:45,7.12,,
103,04/20/2022 21:48:45,6.43,,
104,04/20/2022 21:51:45,5.66,,
105,04/20/2022 21:54:45,5.27,,
106,04/20/2022 21:57:45,4.37,,
107,04/20/2022 22:00:45,3.60,,
108,04/20/2022 22:03:45,2.31,,
109,04/20/2022 22:06:45,2.53,,
110,04/20/2022 22:09:45,1.84,,
111,04/20/2022 22:12:45,1.46,,
112,04/20/2022 22:15:45,5.27,,
113,04/20/2022 22:18:45,5.53,,
114,04/20/2022 22:21:45,4.84,,
115,04/20/2022 22:24:45,3.86,,
116,04/20/2022 22:27:45,3.73,,
117,04/20/2022 22:30:45,2.31,,
118,04/20/2022 22:33:45,0.04,,
119,04/20/2022 22:36:45,0.90,,
120,04/20/2022 22:39:45,0.98,,
121,04/20/2022 22:42:45,0.81,,
122,04/20/2022 22:45:45,1.16,,
123,04/20/2022 22:48:45,1.33,,
124,04/20/2022 22:51:45,2.27,,
125,04/20/2022 22:54:45,2.19,,
126,04/20/2022 22:57:45,2.70,,
127,04/20/2022 23:00:45,2.96,,
128,04/20/2022 23:03:45,2.74,,
129,04/20/2022 23:06:45,2.44,,
130,04/20/2022 23:09:45,1.76,,
131,04/20/2022 23:12:45,1.58,,
132,04/20/2022 23:15:45,0.04,,
133,04/20/2022 23:18:45,-1.33,,
134,04/20/2022 23:21:45,-1.55,,
135,04/20/2022 23:24:45,-1.25,,
136,04/20/2022 23:27:45,-0.73,,
137,04/20/2022 23:30:45,-0.47,,
138,04/20/2022 23:33:45,-0.95,,
139,04/20/2022 23:36:45,0.73,,
140,04/20/2022 23:39:45,2.14,,
141,04/20/2022 23:42:45,0.34,,
142,04/20/2022 23:45:45,-0.30,,
143,04/20/2022 23:48:45,-0.43,,
144,04/20/2022 23:51:45,0.00,,
145,04/20/2022 23:54:45,0.17,,
146,04/20/2022 23:57:45,-1.33,,
147,04/21/2022 00:00:45,-1.59,,
148,04/21/2022 00:03:45,-1.55,,
149,04/21/2022 00:06:45,-0.99,,
150,04/21/2022 00:09:45,-0.26,,
151,04/21/2022 00:12:45,-0.26,,
152,04/21/2022 00:15:45,-0.43,,
153,04/21/2022 00:18:45,-1.46,,
154,04/21/2022 00:21:45,-1.50,,
155,04/21/2022 00:24:45,-1.46,,
156,04/21/2022 00:27:45,-2.41,,
157,04/21/2022 00:30:45,-0.95,,
158,04/21/2022 00:33:45,-1.33,,
159,04/21/2022 00:36:45,-0.69,,
160,04/21/2022 00:39:45,-0.60,,
161,04/21/2022 00:42:45,-1.85,,
162,04/21/2022 00:45:45,-2.02,,
163,04/21/2022 00:48:45,-2.49,,
164,04/21/2022 00:51:45,-2.58,,
165,04/21/2022 00:54:45,-3.09,,
166,04/21/2022 00:57:45,-3.31,,
167,04/21/2022 01:00:45,-0.77,,
168,04/21/2022 01:03:45,1.11,,
169,04/21/2022 01:06:45,-0.60,,
170,04/21/2022 01:09:45,-2.06,,
171,04/21/2022 01:12:45,-2.88,,
172,04/21/2022 01:15:45,-3.39,,
173,04/21/2022 01:18:45,-3.91,,
174,04/21/2022 01:21:45,-3.22,,
175,04/21/2022 01:24:45,-2.88,,
176,04/21/2022 01:27:45,-2.41,,
177,04/21/2022 01:30:45,-1.46,,
