#,Date-Time (MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,04/15/2023 09:56:21,-0.52,,
2,04/15/2023 09:59:21,-0.56,,
3,04/15/2023 10:02:21,-0.43,,
4,04/15/2023 10:05:21,-0.17,,
5,04/15/2023 10:08:21,-0.09,,
6,04/15/2023 10:11:21,-0.77,,
7,04/15/2023 10:14:21,-0.95,,
8,04/15/2023 10:17:21,0.00,,
9,04/15/2023 10:20:21,-0.43,,
10,04/15/2023 10:23:21,-0.26,,
11,04/15/2023 10:26:21,0.13,,
12,04/15/2023 10:29:21,-0.43,,
13,04/15/2023 10:32:21,-0.30,,
14,04/15/2023 10:35:21,0.25,,
15,04/15/2023 10:38:21,0.38,,
16,04/15/2023 10:41:21,-0.09,,
17,04/15/2023 10:44:21,-0.09,,
18,04/15/2023 10:47:21,0.13,,
19,04/15/2023 10:50:21,0.17,,
20,04/15/2023 10:53:21,0.25,,
21,04/15/2023 10:56:21,0.13,,
22,04/15/2023 10:59:21,0.64,,
23,04/15/2023 11:02:21,0.25,,
24,04/15/2023 11:05:21,0.68,,
25,04/15/2023 11:08:21,0.81,,
26,04/15/2023 11:11:21,1.24,,
27,04/15/2023 11:14:21,0.47,,
28,04/15/2023 11:17:21,0.34,,
29,04/15/2023 11:20:21,0.73,,
30,04/15/2023 11:23:21,0.86,,
31,04/15/2023 11:26:21,0.81,,
32,04/15/2023 11:29:21,0.73,,
33,04/15/2023 11:32:21,1.20,,
34,04/15/2023 11:35:21,1.24,,
35,04/15/2023 11:38:21,1.37,,
36,04/15/2023 11:41:21,0.86,,
37,04/15/2023 11:44:21,1.76,,
38,04/15/2023 11:47:21,1.33,,
39,04/15/2023 11:50:21,1.50,,
40,04/15/2023 11:53:21,1.37,,
41,04/15/2023 11:56:21,1.28,,
42,04/15/2023 11:59:21,1.58,,
43,04/15/2023 12:02:21,1.93,,
44,04/15/2023 12:05:21,1.97,,
45,04/15/2023 12:08:21,1.46,,
46,04/15/2023 12:11:21,1.97,,
47,04/15/2023 12:14:21,2.27,,
48,04/15/2023 12:17:21,2.44,,
49,04/15/2023 12:20:21,2.40,,
50,04/15/2023 12:23:21,1.84,,
51,04/15/2023 12:26:21,1.67,,
52,04/15/2023 12:29:21,2.14,,
53,04/15/2023 12:32:21,2.57,,
54,04/15/2023 12:35:21,2.36,,
55,04/15/2023 12:38:21,1.84,,
56,04/15/2023 12:41:21,2.96,,
57,04/15/2023 12:44:21,2.36,,
58,04/15/2023 12:47:21,3.04,,
59,04/15/2023 12:50:21,2.19,,
60,04/15/2023 12:53:21,2.31,,
61,04/15/2023 12:56:21,2.36,,
62,04/15/2023 12:59:21,3.26,,
63,04/15/2023 13:02:21,2.79,,
64,04/15/2023 13:05:21,2.83,,
65,04/15/2023 13:08:21,2.53,,
66,04/15/2023 13:11:21,2.66,,
67,04/15/2023 13:14:21,2.83,,
68,04/15/2023 13:17:21,2.44,,
69,04/15/2023 13:20:21,2.53,,
70,04/15/2023 13:23:21,3.00,,
71,04/15/2023 13:26:21,3.09,,
72,04/15/2023 13:29:21,3.00,,
73,04/15/2023 13:32:21,3.26,,
74,04/15/2023 13:35:21,2.83,,
75,04/15/2023 13:38:21,3.56,,
76,04/15/2023 13:41:21,3.09,,
77,04/15/2023 13:44:21,3.13,,
78,04/15/2023 13:47:21,2.87,,
79,04/15/2023 13:50:21,3.26,,
80,04/15/2023 13:53:21,3.60,,
81,04/15/2023 13:56:21,3.34,,
82,04/15/2023 13:59:21,3.34,,
83,04/15/2023 14:02:21,3.39,,
84,04/15/2023 14:05:21,2.96,,
85,04/15/2023 14:08:21,3.77,,
86,04/15/2023 14:11:21,3.00,,
87,04/15/2023 14:14:21,3.82,,
88,04/15/2023 14:17:21,2.96,,
89,04/15/2023 14:20:21,3.21,,
90,04/15/2023 14:23:21,2.83,,
91,04/15/2023 14:26:21,4.42,,
92,04/15/2023 14:29:21,3.69,,
93,04/15/2023 14:32:21,3.64,,
94,04/15/2023 14:35:21,3.82,,
95,04/15/2023 14:38:21,3.99,,
96,04/15/2023 14:41:21,4.54,,
97,04/15/2023 14:44:21,3.86,,
98,04/15/2023 14:47:21,4.97,,
99,04/15/2023 14:50:21,4.20,,
100,04/15/2023 14:53:21,4.03,,
101,04/15/2023 14:56:21,3.99,,
102,04/15/2023 14:59:21,4.03,,
103,04/15/2023 15:02:21,4.72,,
104,04/15/2023 15:05:21,4.12,,
105,04/15/2023 15:08:21,4.50,,
106,04/15/2023 15:11:21,4.50,,
107,04/15/2023 15:14:21,5.23,,
108,04/15/2023 15:17:21,4.67,,
109,04/15/2023 15:20:21,3.64,,
110,04/15/2023 15:23:21,4.67,,
111,04/15/2023 15:26:21,4.63,,
112,04/15/2023 15:29:21,5.19,,
113,04/15/2023 15:32:21,5.40,,
114,04/15/2023 15:35:21,4.37,,
115,04/15/2023 15:38:21,4.67,,
116,04/15/2023 15:41:21,4.84,,
117,04/15/2023 15:44:21,4.46,,
118,04/15/2023 15:47:21,4.16,,
119,04/15/2023 15:50:21,4.46,,
120,04/15/2023 15:53:21,4.93,,
121,04/15/2023 15:56:21,4.63,,
122,04/15/2023 15:59:21,4.80,,
123,04/15/2023 16:02:21,4.72,,
124,04/15/2023 16:05:21,4.54,,
125,04/15/2023 16:08:21,4.07,,
126,04/15/2023 16:11:21,4.72,,
127,04/15/2023 16:14:21,4.93,,
128,04/15/2023 16:17:21,4.46,,
129,04/15/2023 16:20:21,5.19,,
130,04/15/2023 16:23:21,5.27,,
131,04/15/2023 16:26:21,5.87,,
132,04/15/2023 16:29:21,4.93,,
133,04/15/2023 16:32:21,4.72,,
134,04/15/2023 16:35:21,5.15,,
135,04/15/2023 16:38:21,4.72,,
136,04/15/2023 16:41:21,4.67,,
137,04/15/2023 16:44:21,4.29,,
138,04/15/2023 16:47:21,4.80,,
139,04/15/2023 16:50:21,5.36,,
140,04/15/2023 16:53:21,5.45,,
141,04/15/2023 16:56:21,4.76,,
142,04/15/2023 16:59:21,5.23,,
143,04/15/2023 17:02:21,5.06,,
144,04/15/2023 17:05:21,4.72,,
145,04/15/2023 17:08:21,5.19,,
