#,Date-Time (MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,04/15/2023 08:58:26,-2.53,,
2,04/15/2023 09:01:26,-2.41,,
3,04/15/2023 09:04:26,-2.41,,
4,04/15/2023 09:07:26,-2.36,,
5,04/15/2023 09:10:26,-2.23,,
6,04/15/2023 09:13:26,-2.71,,
7,04/15/2023 09:16:26,-2.75,,
8,04/15/2023 09:19:26,-2.71,,
9,04/15/2023 09:22:26,-2.75,,
10,04/15/2023 09:25:26,-2.58,,
11,04/15/2023 09:28:26,-2.32,,
12,04/15/2023 09:31:26,-2.15,,
13,04/15/2023 09:34:26,-2.32,,
14,04/15/2023 09:37:26,-2.58,,
15,04/15/2023 09:40:26,-2.71,,
16,04/15/2023 09:43:26,-2.19,,
17,04/15/2023 09:46:26,-2.02,,
18,04/15/2023 09:49:26,-2.28,,
19,04/15/2023 09:52:26,-2.32,,
20,04/15/2023 09:55:26,-2.53,,
21,04/15/2023 09:58:26,-2.41,,
22,04/15/2023 10:01:26,-2.45,,
23,04/15/2023 10:04:26,-2.75,,
24,04/15/2023 10:07:26,-2.58,,
25,04/15/2023 10:10:26,-2.19,,
26,04/15/2023 10:13:26,-1.93,,
27,04/15/2023 10:16:26,-1.98,,
28,04/15/2023 10:19:26,-1.89,,
29,04/15/2023 10:22:26,-1.72,,
30,04/15/2023 10:25:26,-1.85,,
31,04/15/2023 10:28:26,-1.33,,
32,04/15/2023 10:31:26,-1.20,,
33,04/15/2023 10:34:26,-1.33,,
34,04/15/2023 10:37:26,-0.65,,
35,04/15/2023 10:40:26,-0.26,,
36,04/15/2023 10:43:26,-1.12,,
37,04/15/2023 10:46:26,-1.29,,
38,04/15/2023 10:49:26,-0.69,,
39,04/15/2023 10:52:26,-0.77,,
40,04/15/2023 10:55:26,-0.77,,
41,04/15/2023 10:58:26,-0.22,,
42,04/15/2023 11:01:26,-0.13,,
43,04/15/2023 11:04:26,-0.69,,
44,04/15/2023 11:07:26,-0.52,,
45,04/15/2023 11:10:26,0.04,,
46,04/15/2023 11:13:26,0.30,,
47,04/15/2023 11:16:26,0.04,,
48,04/15/2023 11:19:26,0.25,,
49,04/15/2023 11:22:26,0.55,,
50,04/15/2023 11:25:26,0.51,,
51,04/15/2023 11:28:26,0.43,,
52,04/15/2023 11:31:26,0.47,,
53,04/15/2023 11:34:26,-0.05,,
54,04/15/2023 11:37:26,0.00,,
55,04/15/2023 11:40:26,0.60,,
56,04/15/2023 11:43:26,0.77,,
57,04/15/2023 11:46:26,1.16,,
58,04/15/2023 11:49:26,0.81,,
59,04/15/2023 11:52:26,0.34,,
60,04/15/2023 11:55:26,0.73,,
61,04/15/2023 11:58:26,1.03,,
62,04/15/2023 12:01:26,1.33,,
63,04/15/2023 12:04:26,0.64,,
64,04/15/2023 12:07:26,0.55,,
65,04/15/2023 12:10:26,0.38,,
66,04/15/2023 12:13:26,0.77,,
67,04/15/2023 12:16:26,0.55,,
68,04/15/2023 12:19:26,0.55,,
69,04/15/2023 12:22:26,0.73,,
70,04/15/2023 12:25:26,0.94,,
71,04/15/2023 12:28:26,1.24,,
72,04/15/2023 12:31:26,1.03,,
73,04/15/2023 12:34:26,1.11,,
74,04/15/2023 12:37:26,0.98,,
75,04/15/2023 12:40:26,1.11,,
76,04/15/2023 12:43:26,1.07,,
77,04/15/2023 12:46:26,1.24,,
78,04/15/2023 12:49:26,1.16,,
79,04/15/2023 12:52:26,1.46,,
80,04/15/2023 12:55:26,0.98,,
81,04/15/2023 12:58:26,1.28,,
82,04/15/2023 13:01:26,2.01,,
83,04/15/2023 13:04:26,2.83,,
84,04/15/2023 13:07:26,3.26,,
85,04/15/2023 13:10:26,2.87,,
86,04/15/2023 13:13:26,2.01,,
87,04/15/2023 13:16:26,2.53,,
88,04/15/2023 13:19:26,2.40,,
89,04/15/2023 13:22:26,1.88,,
90,04/15/2023 13:25:26,1.88,,
