#,Date-Time (MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,04/15/2023 08:13:21,-1.03,,
2,04/15/2023 08:16:21,-1.16,,
3,04/15/2023 08:19:21,-2.10,,
4,04/15/2023 08:22:21,-2.23,,
5,04/15/2023 08:25:21,-1.89,,
6,04/15/2023 08:28:21,-1.59,,
7,04/15/2023 08:31:21,-1.63,,
8,04/15/2023 08:34:21,-1.29,,
9,04/15/2023 08:37:21,-1.20,,
10,04/15/2023 08:40:21,-0.90,,
11,04/15/2023 08:43:21,-1.68,,
12,04/15/2023 08:46:21,-2.36,,
13,04/15/2023 08:49:21,-1.25,,
14,04/15/2023 08:52:21,-1.12,,
15,04/15/2023 08:55:21,-1.08,,
16,04/15/2023 08:58:21,-1.03,,
17,04/15/2023 09:01:21,-0.82,,
18,04/15/2023 09:04:21,-0.43,,
19,04/15/2023 09:07:21,0.00,,
20,04/15/2023 09:10:21,0.04,,
21,04/15/2023 09:13:21,-0.22,,
22,04/15/2023 09:16:21,-0.17,,
23,04/15/2023 09:19:21,-0.60,,
24,04/15/2023 09:22:21,-0.35,,
25,04/15/2023 09:25:21,0.17,,
26,04/15/2023 09:28:21,0.68,,
27,04/15/2023 09:31:21,0.73,,
28,04/15/2023 09:34:21,0.17,,
29,04/15/2023 09:37:21,-0.77,,
30,04/15/2023 09:40:21,-1.03,,
31,04/15/2023 09:43:21,-1.12,,
32,04/15/2023 09:46:21,-0.35,,
33,04/15/2023 09:49:21,-0.73,,
34,04/15/2023 09:52:21,-0.69,,
35,04/15/2023 09:55:21,-0.56,,
36,04/15/2023 09:58:21,-0.43,,
37,04/15/2023 10:01:21,-0.39,,
38,04/15/2023 10:04:21,0.21,,
39,04/15/2023 10:07:21,-0.47,,
40,04/15/2023 10:10:21,-0.30,,
41,04/15/2023 10:13:21,0.47,,
42,04/15/2023 10:16:21,1.93,,
43,04/15/2023 10:19:21,2.10,,
44,04/15/2023 10:22:21,1.71,,
45,04/15/2023 10:25:21,0.00,,
46,04/15/2023 10:28:21,0.81,,
47,04/15/2023 10:31:21,0.25,,
48,04/15/2023 10:34:21,2.49,,
49,04/15/2023 10:37:21,1.11,,
50,04/15/2023 10:40:21,0.55,,
51,04/15/2023 10:43:21,-0.26,,
52,04/15/2023 10:46:21,0.47,,
53,04/15/2023 10:49:21,0.64,,
54,04/15/2023 10:52:21,0.60,,
55,04/15/2023 10:55:21,0.47,,
56,04/15/2023 10:58:21,0.17,,
57,04/15/2023 11:01:21,0.04,,
58,04/15/2023 11:04:21,-0.17,,
59,04/15/2023 11:07:21,0.43,,
60,04/15/2023 11:10:21,0.21,,
61,04/15/2023 11:13:21,0.25,,
62,04/15/2023 11:16:21,0.17,,
63,04/15/2023 11:19:21,0.81,,
64,04/15/2023 11:22:21,0.08,,
65,04/15/2023 11:25:21,0.13,,
66,04/15/2023 11:28:21,0.73,,
67,04/15/2023 11:31:21,0.51,,
68,04/15/2023 11:34:21,0.98,,
69,04/15/2023 11:37:21,0.34,,
70,04/15/2023 11:40:21,0.86,,
71,04/15/2023 11:43:21,1.50,,
72,04/15/2023 11:46:21,0.68,,
73,04/15/2023 11:49:21,1.11,,
74,04/15/2023 11:52:21,1.37,,
75,04/15/2023 11:55:21,1.54,,
76,04/15/2023 11:58:21,2.23,,
77,04/15/2023 12:01:21,1.88,,
78,04/15/2023 12:04:21,2.01,,
79,04/15/2023 12:07:21,1.88,,
80,04/15/2023 12:10:21,2.19,,
81,04/15/2023 12:13:21,1.84,,
82,04/15/2023 12:16:21,2.57,,
83,04/15/2023 12:19:21,2.31,,
84,04/15/2023 12:22:21,3.82,,
85,04/15/2023 12:25:21,3.56,,
86,04/15/2023 12:28:21,2.79,,
87,04/15/2023 12:31:21,2.19,,
88,04/15/2023 12:34:21,2.36,,
89,04/15/2023 12:37:21,3.04,,
90,04/15/2023 12:40:21,3.09,,
91,04/15/2023 12:43:21,2.74,,
92,04/15/2023 12:46:21,2.61,,
93,04/15/2023 12:49:21,2.31,,
94,04/15/2023 12:52:21,2.06,,
95,04/15/2023 12:55:21,2.14,,
96,04/15/2023 12:58:21,2.57,,
97,04/15/2023 13:01:21,2.61,,
98,04/15/2023 13:04:21,3.43,,
99,04/15/2023 13:07:21,3.26,,
100,04/15/2023 13:10:21,3.60,,
101,04/15/2023 13:13:21,3.21,,
102,04/15/2023 13:16:21,3.26,,
103,04/15/2023 13:19:21,3.47,,
104,04/15/2023 13:22:21,3.39,,
105,04/15/2023 13:25:21,3.39,,
106,04/15/2023 13:28:21,3.04,,
107,04/15/2023 13:31:21,3.26,,
108,04/15/2023 13:34:21,3.64,,
109,04/15/2023 13:37:21,3.82,,
110,04/15/2023 13:40:21,4.54,,
111,04/15/2023 13:43:21,4.54,,
112,04/15/2023 13:46:21,4.29,,
113,04/15/2023 13:49:21,3.90,,
114,04/15/2023 13:52:21,3.77,,
115,04/15/2023 13:55:21,4.24,,
116,04/15/2023 13:58:21,5.10,,
117,04/15/2023 14:01:21,3.77,,
118,04/15/2023 14:04:21,5.06,,
119,04/15/2023 14:07:21,5.36,,
120,04/15/2023 14:10:21,5.27,,
121,04/15/2023 14:13:21,5.66,,
122,04/15/2023 14:16:21,5.15,,
123,04/15/2023 14:19:21,3.69,,
124,04/15/2023 14:22:21,3.47,,
125,04/15/2023 14:25:21,4.07,,
126,04/15/2023 14:28:21,4.29,,
127,04/15/2023 14:31:21,4.20,,
128,04/15/2023 14:34:21,3.77,,
129,04/15/2023 14:37:21,3.94,,
130,04/15/2023 14:40:21,4.67,,
131,04/15/2023 14:43:21,4.42,,
132,04/15/2023 14:46:21,3.34,,
133,04/15/2023 14:49:21,3.52,,
134,04/15/2023 14:52:21,4.20,,
135,04/15/2023 14:55:21,5.53,,
136,04/15/2023 14:58:21,4.12,,
137,04/15/2023 15:01:21,4.67,,
138,04/15/2023 15:04:21,4.89,,
139,04/15/2023 15:07:21,4.07,,
