#,Date-Time (MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,04/15/2023 09:15:00,0.90,,
2,04/15/2023 09:18:00,0.34,,
3,04/15/2023 09:21:00,0.55,,
4,04/15/2023 09:24:00,0.38,,
5,04/15/2023 09:27:00,0.60,,
6,04/15/2023 09:30:00,0.47,,
7,04/15/2023 09:33:00,0.64,,
8,04/15/2023 09:36:00,-0.65,,
9,04/15/2023 09:39:00,0.13,,
10,04/15/2023 09:42:00,-0.47,,
11,04/15/2023 09:45:00,0.13,,
12,04/15/2023 09:48:00,-0.73,,
13,04/15/2023 09:51:00,-0.82,,
14,04/15/2023 09:54:00,-0.86,,
15,04/15/2023 09:57:00,-0.69,,
16,04/15/2023 10:00:00,-0.90,,
17,04/15/2023 10:03:00,-0.77,,
18,04/15/2023 10:06:00,-0.22,,
19,04/15/2023 10:09:00,-0.17,,
20,04/15/2023 10:12:00,0.25,,
21,04/15/2023 10:15:00,0.34,,
22,04/15/2023 10:18:00,0.34,,
23,04/15/2023 10:21:00,0.90,,
24,04/15/2023 10:24:00,1.37,,
25,04/15/2023 10:27:00,0.81,,
26,04/15/2023 10:30:00,0.86,,
27,04/15/2023 10:33:00,0.94,,
28,04/15/2023 10:36:00,0.64,,
29,04/15/2023 10:39:00,0.73,,
30,04/15/2023 10:42:00,1.20,,
31,04/15/2023 10:45:00,1.11,,
32,04/15/2023 10:48:00,1.46,,
33,04/15/2023 10:51:00,0.51,,
34,04/15/2023 10:54:00,0.64,,
35,04/15/2023 10:57:00,0.68,,
36,04/15/2023 11:00:00,1.50,,
37,04/15/2023 11:03:00,2.23,,
38,04/15/2023 11:06:00,1.37,,
39,04/15/2023 11:09:00,0.94,,
40,04/15/2023 11:12:00,1.63,,
41,04/15/2023 11:15:00,1.11,,
42,04/15/2023 11:18:00,0.77,,
43,04/15/2023 11:21:00,1.24,,
44,04/15/2023 11:24:00,2.06,,
45,04/15/2023 11:27:00,2.74,,
46,04/15/2023 11:30:00,2.70,,
47,04/15/2023 11:33:00,2.49,,
48,04/15/2023 11:36:00,1.71,,
49,04/15/2023 11:39:00,1.20,,
50,04/15/2023 11:42:00,2.40,,
51,04/15/2023 11:45:00,2.79,,
52,04/15/2023 11:48:00,2.27,,
53,04/15/2023 11:51:00,1.93,,
54,04/15/2023 11:54:00,1.63,,
55,04/15/2023 11:57:00,1.71,,
56,04/15/2023 12:00:00,3.43,,
57,04/15/2023 12:03:00,2.66,,
58,04/15/2023 12:06:00,2.53,,
59,04/15/2023 12:09:00,3.26,,
60,04/15/2023 12:12:00,2.10,,
61,04/15/2023 12:15:00,1.54,,
62,04/15/2023 12:18:00,1.63,,
63,04/15/2023 12:21:00,3.77,,
64,04/15/2023 12:24:00,4.89,,
65,04/15/2023 12:27:00,4.46,,
66,04/15/2023 12:30:00,4.46,,
67,04/15/2023 12:33:00,2.70,,
68,04/15/2023 12:36:00,2.27,,
69,04/15/2023 12:39:00,2.91,,
70,04/15/2023 12:42:00,2.23,,
71,04/15/2023 12:45:00,1.63,,
72,04/15/2023 12:48:00,2.70,,
73,04/15/2023 12:51:00,2.91,,
74,04/15/2023 12:54:00,2.44,,
75,04/15/2023 12:57:00,2.36,,
76,04/15/2023 13:00:00,2.83,,
77,04/15/2023 13:03:00,2.83,,
78,04/15/2023 13:06:00,3.00,,
79,04/15/2023 13:09:00,4.84,,
80,04/15/2023 13:12:00,4.72,,
81,04/15/2023 13:15:00,3.21,,
82,04/15/2023 13:18:00,3.09,,
83,04/15/2023 13:21:00,2.27,,
84,04/15/2023 13:24:00,2.40,,
85,04/15/2023 13:27:00,2.31,,
86,04/15/2023 13:30:00,2.06,,
87,04/15/2023 13:33:00,2.14,,
88,04/15/2023 13:36:00,2.57,,
89,04/15/2023 13:39:00,2.83,,
90,04/15/2023 13:42:00,3.56,,
91,04/15/2023 13:45:00,3.26,,
92,04/15/2023 13:48:00,2.66,,
93,04/15/2023 13:51:00,2.44,,
94,04/15/2023 13:54:00,3.60,,
95,04/15/2023 13:57:00,3.17,,
96,04/15/2023 14:00:00,4.24,,
97,04/15/2023 14:03:00,3.69,,
98,04/15/2023 14:06:00,2.91,,
99,04/15/2023 14:09:00,3.17,,
100,04/15/2023 14:12:00,4.63,,
101,04/15/2023 14:15:00,3.60,,
102,04/15/2023 14:18:00,3.99,,
103,04/15/2023 14:21:00,3.60,,
104,04/15/2023 14:24:00,3.69,,
105,04/15/2023 14:27:00,3.77,,
106,04/15/2023 14:30:00,3.00,,
107,04/15/2023 14:33:00,4.72,,
108,04/15/2023 14:36:00,3.99,,
109,04/15/2023 14:39:00,5.40,,
110,04/15/2023 14:42:00,4.50,,
111,04/15/2023 14:45:00,5.10,,
112,04/15/2023 14:48:00,5.10,,
113,04/15/2023 14:51:00,3.94,,
114,04/15/2023 14:54:00,4.89,,
115,04/15/2023 14:57:00,5.45,,
116,04/15/2023 15:00:00,5.57,,
117,04/15/2023 15:03:00,5.19,,
118,04/15/2023 15:06:00,5.79,,
119,04/15/2023 15:09:00,5.32,,
120,04/15/2023 15:12:00,5.57,,
121,04/15/2023 15:15:00,4.67,,
122,04/15/2023 15:18:00,4.63,,
