#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,02-15-2022 12:11:23,1.28,,
2,02-15-2022 12:14:23,0.34,,
3,02-15-2022 12:17:23,1.16,,
4,02-15-2022 12:20:23,0.34,,
5,02-15-2022 12:23:23,-0.30,,
6,02-15-2022 12:26:23,0.00,,
7,02-15-2022 12:29:23,0.81,,
8,02-15-2022 12:32:23,1.84,,
9,02-15-2022 12:35:23,2.01,,
10,02-15-2022 12:38:23,3.69,,
11,02-15-2022 12:41:23,4.59,,
12,02-15-2022 12:44:23,3.13,,
13,02-15-2022 12:47:23,1.67,,
14,02-15-2022 12:50:23,0.64,,
15,02-15-2022 12:53:23,1.20,,
16,02-15-2022 12:56:23,3.30,,
17,02-15-2022 12:59:23,4.33,,
18,02-15-2022 13:02:23,4.46,,
19,02-15-2022 13:05:23,5.36,,
20,02-15-2022 13:08:23,3.77,,
21,02-15-2022 13:11:23,3.30,,
22,02-15-2022 13:14:23,1.37,,
23,02-15-2022 13:17:23,2.10,,
24,02-15-2022 13:20:23,4.80,,
25,02-15-2022 13:23:23,7.29,,
26,02-15-2022 13:26:23,6.09,,
27,02-15-2022 13:29:23,5.40,,
28,02-15-2022 13:32:23,3.13,,
29,02-15-2022 13:35:23,4.89,,
30,02-15-2022 13:38:23,3.69,,
31,02-15-2022 13:41:23,4.20,,
32,02-15-2022 13:44:23,4.07,,
33,02-15-2022 13:47:23,4.29,,
34,02-15-2022 13:50:23,5.02,,
35,02-15-2022 13:53:23,4.63,,
36,02-15-2022 13:56:23,5.10,,
37,02-15-2022 13:59:23,3.82,,
38,02-15-2022 14:02:23,4.93,,
39,02-15-2022 14:05:23,3.34,,
40,02-15-2022 14:08:23,3.73,,
41,02-15-2022 14:11:23,5.10,,
42,02-15-2022 14:14:23,4.84,,
43,02-15-2022 14:17:23,5.06,,
44,02-15-2022 14:20:23,6.22,,
45,02-15-2022 14:23:23,5.70,,
46,02-15-2022 14:26:23,6.73,,
47,02-15-2022 14:29:23,5.49,,
48,02-15-2022 14:32:23,5.83,,
49,02-15-2022 14:35:23,3.43,,
50,02-15-2022 14:38:23,1.84,,
51,02-15-2022 14:41:23,3.13,,
52,02-15-2022 14:44:23,4.42,,
53,02-15-2022 14:47:23,5.70,,
54,02-15-2022 14:50:23,5.06,,
55,02-15-2022 14:53:23,4.93,,
56,02-15-2022 14:56:23,5.40,,
57,02-15-2022 14:59:23,5.66,,
58,02-15-2022 15:02:23,5.27,,
