#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,08/16/2022 23:23:31,11.79,,
2,08/16/2022 23:26:31,11.28,,
3,08/16/2022 23:29:31,11.41,,
4,08/16/2022 23:32:31,11.45,,
5,08/16/2022 23:35:31,11.41,,
6,08/16/2022 23:38:31,11.24,,
7,08/16/2022 23:41:31,11.07,,
8,08/16/2022 23:44:31,11.37,,
9,08/16/2022 23:47:31,11.19,,
10,08/16/2022 23:50:31,10.85,,
11,08/16/2022 23:53:31,11.32,,
12,08/16/2022 23:56:31,11.67,,
13,08/16/2022 23:59:31,11.84,,
14,08/17/2022 00:02:31,11.67,,
15,08/17/2022 00:05:31,11.58,,
16,08/17/2022 00:08:31,11.28,,
17,08/17/2022 00:11:31,10.89,,
18,08/17/2022 00:14:31,11.41,,
19,08/17/2022 00:17:31,11.32,,
20,08/17/2022 00:20:31,11.15,,
21,08/17/2022 00:23:31,11.28,,
22,08/17/2022 00:26:31,11.28,,
23,08/17/2022 00:29:31,11.41,,
24,08/17/2022 00:32:31,11.07,,
25,08/17/2022 00:35:31,10.94,,
26,08/17/2022 00:38:31,10.29,,
27,08/17/2022 00:41:31,10.16,,
28,08/17/2022 00:44:31,10.42,,
29,08/17/2022 00:47:31,10.46,,
30,08/17/2022 00:50:31,10.64,,
31,08/17/2022 00:53:31,10.42,,
32,08/17/2022 00:56:31,10.25,,
33,08/17/2022 00:59:31,10.51,,
34,08/17/2022 01:02:31,11.67,,
35,08/17/2022 01:05:31,11.37,,
36,08/17/2022 01:08:31,10.98,,
37,08/17/2022 01:11:31,10.81,,
38,08/17/2022 01:14:31,10.94,,
39,08/17/2022 01:17:31,10.59,,
40,08/17/2022 01:20:31,10.51,,
41,08/17/2022 01:23:31,10.59,,
42,08/17/2022 01:26:31,10.46,,
43,08/17/2022 01:29:31,10.29,,
44,08/17/2022 01:32:31,10.04,,
45,08/17/2022 01:35:31,9.95,,
46,08/17/2022 01:38:31,9.95,,
47,08/17/2022 01:41:31,10.29,,
48,08/17/2022 01:44:31,10.25,,
49,08/17/2022 01:47:31,10.34,,
50,08/17/2022 01:50:31,10.38,,
