#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,10/14/2022 18:20:09,14.67,,
2,10/14/2022 18:23:09,14.71,,
3,10/14/2022 18:26:09,14.37,,
4,10/14/2022 18:29:09,14.11,,
5,10/14/2022 18:32:09,14.24,,
6,10/14/2022 18:35:09,14.11,,
7,10/14/2022 18:38:09,13.60,,
8,10/14/2022 18:41:09,13.38,,
9,10/14/2022 18:44:09,13.21,,
10,10/14/2022 18:47:09,12.52,,
11,10/14/2022 18:50:09,12.44,,
12,10/14/2022 18:53:09,12.22,,
13,10/14/2022 18:56:09,12.05,,
14,10/14/2022 18:59:09,11.75,,
15,10/14/2022 19:02:09,11.28,,
16,10/14/2022 19:05:09,11.54,,
17,10/14/2022 19:08:09,11.32,,
18,10/14/2022 19:11:09,11.49,,
19,10/14/2022 19:14:09,11.37,,
20,10/14/2022 19:17:09,11.11,,
21,10/14/2022 19:20:09,10.94,,
22,10/14/2022 19:23:09,10.98,,
23,10/14/2022 19:26:09,11.32,,
24,10/14/2022 19:29:09,11.58,,
25,10/14/2022 19:32:09,10.85,,
26,10/14/2022 19:35:09,10.29,,
27,10/14/2022 19:38:09,9.65,,
28,10/14/2022 19:41:09,9.74,,
29,10/14/2022 19:44:09,9.14,,
30,10/14/2022 19:47:09,9.74,,
31,10/14/2022 19:50:09,10.46,,
32,10/14/2022 19:53:09,10.46,,
33,10/14/2022 19:56:09,9.39,,
34,10/14/2022 19:59:09,8.32,,
35,10/14/2022 20:02:09,8.36,,
36,10/14/2022 20:05:09,8.58,,
37,10/14/2022 20:08:09,7.63,,
38,10/14/2022 20:11:09,8.02,,
39,10/14/2022 20:14:09,8.19,,
40,10/14/2022 20:17:09,8.83,,
41,10/14/2022 20:20:09,7.98,,
42,10/14/2022 20:23:09,8.45,,
43,10/14/2022 20:26:09,9.39,,
44,10/14/2022 20:29:09,9.48,,
45,10/14/2022 20:32:09,8.11,,
46,10/14/2022 20:35:09,7.72,,
47,10/14/2022 20:38:09,6.26,,
48,10/14/2022 20:41:09,5.83,,
49,10/14/2022 20:44:09,6.09,,
50,10/14/2022 20:47:09,6.82,,
51,10/14/2022 20:50:09,7.25,,
52,10/14/2022 20:53:09,7.33,,
53,10/14/2022 20:56:09,7.98,,
54,10/14/2022 20:59:09,7.55,,
55,10/14/2022 21:02:09,7.08,,
56,10/14/2022 21:05:09,7.59,,
57,10/14/2022 21:08:09,7.68,,
58,10/14/2022 21:11:09,7.76,,
59,10/14/2022 21:14:09,7.42,,
60,10/14/2022 21:17:09,7.42,,
61,10/14/2022 21:20:09,7.72,,
62,10/14/2022 21:23:09,7.16,,
63,10/14/2022 21:26:09,7.68,,
64,10/14/2022 21:29:09,7.38,,
65,10/14/2022 21:32:09,6.99,,
66,10/14/2022 21:35:09,6.78,,
67,10/14/2022 21:38:09,6.30,,
68,10/14/2022 21:41:09,6.13,,
69,10/14/2022 21:44:09,6.17,,
70,10/14/2022 21:47:09,6.30,,
71,10/14/2022 21:50:09,6.65,,
72,10/14/2022 21:53:09,6.78,,
73,10/14/2022 21:56:09,6.82,,
74,10/14/2022 21:59:09,6.69,,
75,10/14/2022 22:02:09,6.39,,
76,10/14/2022 22:05:09,6.39,,
77,10/14/2022 22:08:09,6.30,,
78,10/14/2022 22:11:09,6.30,,
79,10/14/2022 22:14:09,6.09,,
80,10/14/2022 22:17:09,5.87,,
81,10/14/2022 22:20:09,5.83,,
82,10/14/2022 22:23:09,5.57,,
83,10/14/2022 22:26:09,5.62,,
84,10/14/2022 22:29:09,5.79,,
85,10/14/2022 22:32:09,5.92,,
86,10/14/2022 22:35:09,5.70,,
87,10/14/2022 22:38:09,6.13,,
88,10/14/2022 22:41:09,6.00,,
89,10/14/2022 22:44:09,6.39,,
90,10/14/2022 22:47:09,6.65,,
91,10/14/2022 22:50:09,6.52,,
92,10/14/2022 22:53:09,6.22,,
93,10/14/2022 22:56:09,5.79,,
94,10/14/2022 22:59:09,5.32,,
95,10/14/2022 23:02:09,5.06,,
96,10/14/2022 23:05:09,4.89,,
97,10/14/2022 23:08:09,4.84,,
98,10/14/2022 23:11:09,4.89,,
99,10/14/2022 23:14:09,4.54,,
100,10/14/2022 23:17:09,4.54,,
101,10/14/2022 23:20:09,4.67,,
102,10/14/2022 23:23:09,4.59,,
103,10/14/2022 23:26:09,4.63,,
104,10/14/2022 23:29:09,4.63,,
105,10/14/2022 23:32:09,4.24,,
106,10/14/2022 23:35:09,4.37,,
107,10/14/2022 23:38:09,4.46,,
108,10/14/2022 23:41:09,4.50,,
109,10/14/2022 23:44:09,4.33,,
110,10/14/2022 23:47:09,4.16,,
111,10/14/2022 23:50:09,4.12,,
112,10/14/2022 23:53:09,3.73,,
113,10/14/2022 23:56:09,3.69,,
114,10/14/2022 23:59:09,3.82,,
115,10/15/2022 00:02:09,3.86,,
116,10/15/2022 00:05:09,3.77,,
117,10/15/2022 00:08:09,3.52,,
118,10/15/2022 00:11:09,3.82,,
119,10/15/2022 00:14:09,3.90,,
120,10/15/2022 00:17:09,3.47,,
121,10/15/2022 00:20:09,3.21,,
122,10/15/2022 00:23:09,2.83,,
123,10/15/2022 00:26:09,2.79,,
124,10/15/2022 00:29:09,3.21,,
125,10/15/2022 00:32:09,2.83,,
126,10/15/2022 00:35:09,2.57,,
127,10/15/2022 00:38:09,2.61,,
128,10/15/2022 00:41:09,2.61,,
129,10/15/2022 00:44:09,2.40,,
130,10/15/2022 00:47:09,2.36,,
131,10/15/2022 00:50:09,1.97,,
132,10/15/2022 00:53:09,1.76,,
133,10/15/2022 00:56:09,0.68,,
134,10/15/2022 00:59:09,0.68,,
135,10/15/2022 01:02:09,1.16,,
136,10/15/2022 01:05:09,1.84,,
137,10/15/2022 01:08:09,1.97,,
138,10/15/2022 01:11:09,1.97,,
139,10/15/2022 01:14:09,1.71,,
140,10/15/2022 01:17:09,1.28,,
141,10/15/2022 01:20:09,1.16,,
142,10/15/2022 01:23:09,1.33,,
143,10/15/2022 01:26:09,1.11,,
144,10/15/2022 01:29:09,0.90,,
145,10/15/2022 01:32:09,1.58,,
146,10/15/2022 01:35:09,1.97,,
147,10/15/2022 01:38:09,1.80,,
148,10/15/2022 01:41:09,1.58,,
149,10/15/2022 01:44:09,1.71,,
150,10/15/2022 01:47:09,1.84,,
151,10/15/2022 01:50:09,1.88,,
152,10/15/2022 01:53:09,1.54,,
153,10/15/2022 01:56:09,1.03,,
154,10/15/2022 01:59:09,0.68,,
155,10/15/2022 02:02:09,0.25,,
156,10/15/2022 02:05:09,0.13,,
157,10/15/2022 02:08:09,-0.13,,
158,10/15/2022 02:11:09,0.51,,
159,10/15/2022 02:14:09,0.55,,
160,10/15/2022 02:17:09,0.68,,
161,10/15/2022 02:20:09,0.43,,
162,10/15/2022 02:23:09,0.34,,
163,10/15/2022 02:26:09,0.64,,
164,10/15/2022 02:29:09,1.28,,
165,10/15/2022 02:32:09,1.03,,
166,10/15/2022 02:35:09,0.77,,
167,10/15/2022 02:38:09,0.77,,
168,10/15/2022 02:41:09,0.77,,
169,10/15/2022 02:44:09,0.73,,
170,10/15/2022 02:47:09,0.30,,
171,10/15/2022 02:50:09,-0.09,,
172,10/15/2022 02:53:09,-0.09,,
173,10/15/2022 02:56:09,-0.05,,
174,10/15/2022 02:59:09,0.13,,
175,10/15/2022 03:02:09,-0.60,,
176,10/15/2022 03:05:09,-0.69,,
177,10/15/2022 03:08:09,-0.22,,
178,10/15/2022 03:11:09,-0.17,,
179,10/15/2022 03:14:09,-0.39,,
180,10/15/2022 03:17:09,-0.56,,
181,10/15/2022 03:20:09,-0.90,,
182,10/15/2022 03:23:09,-1.59,,
183,10/15/2022 03:26:09,-1.80,,
184,10/15/2022 03:29:09,-2.41,,
185,10/15/2022 03:32:09,-2.36,,
186,10/15/2022 03:35:09,-2.41,,
187,10/15/2022 03:38:09,-2.32,,
188,10/15/2022 03:41:09,-1.85,,
189,10/15/2022 03:44:09,-1.25,,
190,10/15/2022 03:47:09,-1.38,,
191,10/15/2022 03:50:09,-0.86,,
192,10/15/2022 03:53:09,-0.73,,
193,10/15/2022 03:56:09,-0.77,,
194,10/15/2022 03:59:09,-1.20,,
195,10/15/2022 04:02:09,-1.63,,
196,10/15/2022 04:05:09,-1.72,,
197,10/15/2022 04:08:09,-1.72,,
198,10/15/2022 04:11:09,-1.89,,
199,10/15/2022 04:14:09,-1.89,,
200,10/15/2022 04:17:09,-1.72,,
201,10/15/2022 04:20:09,-1.68,,
202,10/15/2022 04:23:09,-1.50,,
203,10/15/2022 04:26:09,-1.38,,
204,10/15/2022 04:29:09,-1.59,,
205,10/15/2022 04:32:09,-1.89,,
206,10/15/2022 04:35:09,-1.46,,
207,10/15/2022 04:38:09,-1.08,,
208,10/15/2022 04:41:09,-2.32,,
