#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,08/22/2022 15:17:38,21.92,,
2,08/22/2022 15:20:38,20.98,,
3,08/22/2022 15:23:38,22.39,,
4,08/22/2022 15:26:38,22.48,,
5,08/22/2022 15:29:38,21.66,,
6,08/22/2022 15:32:38,20.68,,
7,08/22/2022 15:35:38,19.86,,
8,08/22/2022 15:38:38,20.46,,
9,08/22/2022 15:41:38,21.28,,
10,08/22/2022 15:44:38,20.89,,
11,08/22/2022 15:47:38,20.37,,
12,08/22/2022 15:50:38,20.29,,
13,08/22/2022 15:53:38,20.42,,
14,08/22/2022 15:56:38,20.42,,
15,08/22/2022 15:59:38,19.73,,
16,08/22/2022 16:02:38,19.35,,
17,08/22/2022 16:05:38,19.39,,
18,08/22/2022 16:08:38,18.74,,
19,08/22/2022 16:11:38,18.83,,
20,08/22/2022 16:14:38,19.00,,
21,08/22/2022 16:17:38,18.92,,
22,08/22/2022 16:20:38,18.44,,
23,08/22/2022 16:23:38,18.49,,
24,08/22/2022 16:26:38,18.36,,
25,08/22/2022 16:29:38,17.97,,
26,08/22/2022 16:32:38,17.84,,
27,08/22/2022 16:35:38,17.63,,
28,08/22/2022 16:38:38,17.63,,
29,08/22/2022 16:41:38,17.63,,
30,08/22/2022 16:44:38,17.80,,
31,08/22/2022 16:47:38,18.02,,
32,08/22/2022 16:50:38,18.19,,
33,08/22/2022 16:53:38,17.93,,
34,08/22/2022 16:56:38,18.10,,
35,08/22/2022 16:59:38,18.44,,
36,08/22/2022 17:02:38,18.66,,
37,08/22/2022 17:05:38,18.32,,
38,08/22/2022 17:08:38,17.93,,
39,08/22/2022 17:11:38,17.97,,
40,08/22/2022 17:14:38,17.89,,
41,08/22/2022 17:17:38,17.84,,
42,08/22/2022 17:20:38,17.89,,
43,08/22/2022 17:23:38,17.84,,
44,08/22/2022 17:26:38,17.80,,
45,08/22/2022 17:29:38,17.89,,
46,08/22/2022 17:32:38,17.97,,
47,08/22/2022 17:35:38,18.02,,
48,08/22/2022 17:38:38,17.84,,
49,08/22/2022 17:41:38,17.97,,
50,08/22/2022 17:44:38,17.93,,
51,08/22/2022 17:47:38,17.97,,
52,08/22/2022 17:50:38,17.93,,
53,08/22/2022 17:53:38,17.84,,
54,08/22/2022 17:56:38,17.84,,
55,08/22/2022 17:59:38,17.84,,
56,08/22/2022 18:02:38,17.63,,
57,08/22/2022 18:05:38,17.54,,
58,08/22/2022 18:08:38,17.29,,
59,08/22/2022 18:11:38,17.11,,
60,08/22/2022 18:14:38,16.99,,
61,08/22/2022 18:17:38,16.90,,
62,08/22/2022 18:20:38,16.81,,
63,08/22/2022 18:23:38,16.51,,
64,08/22/2022 18:26:38,16.34,,
65,08/22/2022 18:29:38,16.21,,
66,08/22/2022 18:32:38,16.08,,
67,08/22/2022 18:35:38,16.08,,
68,08/22/2022 18:38:38,15.96,,
69,08/22/2022 18:41:38,15.83,,
70,08/22/2022 18:44:38,15.70,,
71,08/22/2022 18:47:38,15.53,,
72,08/22/2022 18:50:38,15.48,,
73,08/22/2022 18:53:38,15.40,,
74,08/22/2022 18:56:38,15.27,,
75,08/22/2022 18:59:38,15.14,,
