#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File,EOF,"Temp, (*F)"
,3/14/2022 15:07,6.261111111, , ,,43.27
,3/14/2022 15:10,4.972222222, , ,,40.95
,3/14/2022 15:13,5.533333333, , ,,41.96
,3/14/2022 15:16,5.188888889, , ,,41.34
,3/14/2022 15:19,4.933333333, , ,,40.88
,3/14/2022 15:22,5.661111111, , ,,42.19
,3/14/2022 15:25,5.4, , ,,41.72
,3/14/2022 15:28,4.933333333, , ,,40.88
,3/14/2022 15:31,5.1, , ,,41.18
,3/14/2022 15:34,5.616666667, , ,,42.11
,3/14/2022 15:37,5.572222222, , ,,42.03
,3/14/2022 15:40,5.233333333, , ,,41.42
,3/14/2022 15:43,5.444444444, , ,,41.8
,3/14/2022 15:46,5.316666667, , ,,41.57
,3/14/2022 15:49,5.488888889, , ,,41.88
,3/14/2022 15:52,5.788888889, , ,,42.42
,3/14/2022 15:55,5.488888889, , ,,41.88
,3/14/2022 15:58,5.616666667, , ,,42.11
,3/14/2022 16:01,5.572222222, , ,,42.03
,3/14/2022 16:04,7.633333333, , ,,45.74
,3/14/2022 16:07,6.216666667, , ,,43.19
,3/14/2022 16:10,5.872222222, , ,,42.57
,3/14/2022 16:13,5.572222222, , ,,42.03
,3/14/2022 16:16,5.705555556, , ,,42.27
,3/14/2022 16:19,6.644444444, , ,,43.96
,3/14/2022 16:22,6.172222222, , ,,43.11
,3/14/2022 16:25,6.172222222, , ,,43.11
,3/14/2022 16:28,5.788888889, , ,,42.42
,3/14/2022 16:31,5.916666667, , ,,42.65
,3/14/2022 16:34,6.005555556, , ,,42.81
,3/14/2022 16:37,6.044444444, , ,,42.88
,3/14/2022 16:40,6.561111111, , ,,43.81
,3/14/2022 16:43,6.088888889, , ,,42.96
,3/14/2022 16:46,6.433333333, , ,,43.58
,3/14/2022 16:49,6.088888889, , ,,42.96
,3/14/2022 16:52,6.305555556, , ,,43.35
,3/14/2022 16:55,6.044444444, , ,,42.88
,3/14/2022 16:58,6.088888889, , ,,42.96
,3/14/2022 17:01,5.788888889, , ,,42.42
,3/14/2022 17:04,5.661111111, , ,,42.19
,3/14/2022 17:07,6.133333333, , ,,43.04
,3/14/2022 17:10,5.788888889, , ,,42.42
,3/14/2022 17:13,5.661111111, , ,,42.19
,3/14/2022 17:16,5.616666667, , ,,42.11
,3/14/2022 17:19,6.044444444, , ,,42.88
,3/14/2022 17:22,6.216666667, , ,,43.19
,3/14/2022 17:25,5.144444444, , ,,41.26
,3/14/2022 17:28,5.233333333, , ,,41.42
,3/14/2022 17:31,4.972222222, , ,,40.95
,3/14/2022 17:34,5.1, , ,,41.18
,3/14/2022 17:37,4.972222222, , ,,40.95
,3/14/2022 17:40,5.016666667, , ,,41.03
,3/14/2022 17:43,5.016666667, , ,,41.03
,3/14/2022 17:46,4.888888889, , ,,40.8
,3/14/2022 17:49,5.188888889, , ,,41.34
,3/14/2022 17:52,5.361111111, , ,,41.65
,3/14/2022 17:55,5.233333333, , ,,41.42
,3/14/2022 17:58,5.233333333, , ,,41.42
,3/14/2022 18:01,5.272222222, , ,,41.49
,3/14/2022 18:04,5.016666667, , ,,41.03
,3/14/2022 18:07,4.972222222, , ,,40.95
,3/14/2022 18:10,5.1, , ,,41.18
,3/14/2022 18:13,5.061111111, , ,,41.11
,3/14/2022 18:16,4.072222222, , ,,39.33
,3/14/2022 18:19,3.772222222, , ,,38.79
,3/14/2022 18:22,3.772222222, , ,,38.79
,3/14/2022 18:25,3.855555556, , ,,38.94
,3/14/2022 18:28,4.161111111, , ,,39.49
,3/14/2022 18:31,4.027777778, , ,,39.25
,3/14/2022 18:34,3.6, , ,,38.48
,3/14/2022 18:37,2.827777778, , ,,37.09
,3/14/2022 18:40,1.972222222, , ,,35.55
,3/14/2022 18:43,1.672222222, , ,,35.01
,3/14/2022 18:46,2.055555556, , ,,35.7
,3/14/2022 18:49,1.8, , ,,35.24
,3/14/2022 18:52,2.144444444, , ,,35.86
,3/14/2022 18:55,1.844444444, , ,,35.32
,3/14/2022 18:58,1.883333333, , ,,35.39
,3/14/2022 19:01,1.5, , ,,34.7
,3/14/2022 19:04,1.072222222, , ,,33.93
,3/14/2022 19:07,0.427777778, , ,,32.77
,3/14/2022 19:10,0.127777778, , ,,32.23
,3/14/2022 19:13,-0.261111111, , ,,31.53
,3/14/2022 19:16,-0.388888889, , ,,31.3
,3/14/2022 19:19,-0.816666667, , ,,30.53
,3/14/2022 19:22,-1.116666667, , ,,29.99
,3/14/2022 19:25,-1.377777778, , ,,29.52
,3/14/2022 19:28,-1.505555556, , ,,29.29
,3/14/2022 19:31,-1.505555556, , ,,29.29
,3/14/2022 19:34,-1.805555556, , ,,28.75
,3/14/2022 19:37,-2.016666667, , ,,28.37
,3/14/2022 19:40,-2.15, , ,,28.13
,3/14/2022 19:43,-2.405555556, , ,,27.67
,3/14/2022 19:46,-2.75, , ,,27.05
,3/14/2022 19:49,-2.833333333, , ,,26.9
,3/14/2022 19:52,-2.577777778, , ,,27.36
,3/14/2022 19:55,-2.661111111, , ,,27.21
,3/14/2022 19:58,-2.877777778, , ,,26.82
,3/14/2022 20:01,-2.877777778, , ,,26.82
,3/14/2022 20:04,-2.405555556, , ,,27.67
,3/14/2022 20:07,-2.405555556, , ,,27.67
,3/14/2022 20:10,-2.361111111, , ,,27.75
,3/14/2022 20:13,-2.15, , ,,28.13
,3/14/2022 20:16,-1.977777778, , ,,28.44
,3/14/2022 20:19,-1.544444444, , ,,29.22
,3/14/2022 20:22,-1.588888889, , ,,29.14
,3/14/2022 20:25,-1.85, , ,,28.67
,3/14/2022 20:28,-1.761111111, , ,,28.83
,3/14/2022 20:31,-2.105555556, , ,,28.21
,3/14/2022 20:34,-2.488888889, , ,,27.52
,3/14/2022 20:37,-2.75, , ,,27.05
,3/14/2022 20:40,-2.705555556, , ,,27.13
,3/14/2022 20:43,-2.877777778, , ,,26.82
,3/14/2022 20:46,-3.177777778, , ,,26.28
,3/14/2022 20:49,-3.394444444, , ,,25.89
,3/14/2022 20:52,-3.305555556, , ,,26.05
,3/14/2022 20:55,-3.35, , ,,25.97
,3/14/2022 20:58,-3.305555556, , ,,26.05
,3/14/2022 21:01,-3.477777778, , ,,25.74
,3/14/2022 21:04,-3.088888889, , ,,26.44
,3/14/2022 21:07,-2.661111111, , ,,27.21
,3/14/2022 21:10,-3.05, , ,,26.51
,3/14/2022 21:13,-3.088888889, , ,,26.44
,3/14/2022 21:16,-2.877777778, , ,,26.82
,3/14/2022 21:19,-2.661111111, , ,,27.21
,3/14/2022 21:22,-2.788888889, , ,,26.98
,3/14/2022 21:25,-2.922222222, , ,,26.74
,3/14/2022 21:28,-3.35, , ,,25.97
,3/14/2022 21:31,-3.733333333, , ,,25.28
,3/14/2022 21:34,-4.122222222, , ,,24.58
,3/14/2022 21:37,-4.377777778, , ,,24.12
,3/14/2022 21:40,-4.25, , ,,24.35
,3/14/2022 21:43,-4.505555556, , ,,23.89
,3/14/2022 21:46,-4.977777778, , ,,23.04
,3/14/2022 21:49,-5.194444444, , ,,22.65
,3/14/2022 21:52,-5.022222222, , ,,22.96
,3/14/2022 21:55,-4.377777778, , ,,24.12
,3/14/2022 21:58,-4.294444444, , ,,24.27
,3/14/2022 22:01,-4.633333333, , ,,23.66
,3/14/2022 22:04,-5.238888889, , ,,22.57
,3/14/2022 22:07,-5.322222222, , ,,22.42
