#,Date-Time (MST/MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,06/27/2023 13:21:45,23.98,,
2,06/27/2023 13:24:45,23.72,,
3,06/27/2023 13:27:45,24.24,,
4,06/27/2023 13:30:45,23.94,,
5,06/27/2023 13:33:45,23.98,,
6,06/27/2023 13:36:45,23.89,,
7,06/27/2023 13:39:45,24.06,,
8,06/27/2023 13:42:45,23.98,,
9,06/27/2023 13:45:45,23.98,,
10,06/27/2023 13:48:45,24.28,,
11,06/27/2023 13:51:45,24.06,,
12,06/27/2023 13:54:45,24.45,,
13,06/27/2023 13:57:45,23.98,,
14,06/27/2023 14:00:45,24.19,,
15,06/27/2023 14:03:45,24.24,,
16,06/27/2023 14:06:45,23.89,,
17,06/27/2023 14:09:45,24.15,,
18,06/27/2023 14:12:45,24.41,,
19,06/27/2023 14:15:45,24.41,,
20,06/27/2023 14:18:45,24.71,,
21,06/27/2023 14:21:45,24.32,,
22,06/27/2023 14:24:45,24.36,,
23,06/27/2023 14:27:45,24.24,,
24,06/27/2023 14:30:45,24.49,,
25,06/27/2023 14:33:45,24.58,,
26,06/27/2023 14:36:45,24.62,,
27,06/27/2023 14:39:45,24.49,,
28,06/27/2023 14:42:45,24.54,,
29,06/27/2023 14:45:45,24.24,,
30,06/27/2023 14:48:45,24.36,,
31,06/27/2023 14:51:45,24.28,,
32,06/27/2023 14:54:45,24.28,,
33,06/27/2023 14:57:45,24.62,,
34,06/27/2023 15:00:45,24.75,,
35,06/27/2023 15:03:45,24.58,,
36,06/27/2023 15:06:45,24.58,,
37,06/27/2023 15:09:45,24.71,,
38,06/27/2023 15:12:45,24.84,,
39,06/27/2023 15:15:45,24.36,,
40,06/27/2023 15:18:45,24.84,,
41,06/27/2023 15:21:45,24.58,,
42,06/27/2023 15:24:45,24.66,,
43,06/27/2023 15:27:45,24.75,,
44,06/27/2023 15:30:45,24.92,,
45,06/27/2023 15:33:45,24.66,,
46,06/27/2023 15:36:45,24.84,,
47,06/27/2023 15:39:45,24.62,,
48,06/27/2023 15:42:45,24.54,,
49,06/27/2023 15:45:45,24.41,,
50,06/27/2023 15:48:45,24.62,,
51,06/27/2023 15:51:45,25.05,,
52,06/27/2023 15:54:45,24.75,,
53,06/27/2023 15:57:45,24.45,,
54,06/27/2023 16:00:45,24.58,,
