#,Date-Time (MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,05/13/2023 12:45:53,15.31,,
2,05/13/2023 12:48:53,14.75,,
3,05/13/2023 12:51:53,15.06,,
4,05/13/2023 12:54:53,15.31,,
5,05/13/2023 12:57:53,15.10,,
6,05/13/2023 13:00:53,15.06,,
7,05/13/2023 13:03:53,15.14,,
8,05/13/2023 13:06:53,15.31,,
9,05/13/2023 13:09:53,15.31,,
10,05/13/2023 13:12:53,15.23,,
11,05/13/2023 13:15:53,15.53,,
12,05/13/2023 13:18:53,15.27,,
13,05/13/2023 13:21:53,15.18,,
14,05/13/2023 13:24:53,15.10,,
15,05/13/2023 13:27:53,15.27,,
16,05/13/2023 13:30:53,15.14,,
17,05/13/2023 13:33:53,14.20,,
18,05/13/2023 13:36:53,13.94,,
19,05/13/2023 13:39:53,14.24,,
20,05/13/2023 13:42:53,14.24,,
21,05/13/2023 13:45:53,14.54,,
22,05/13/2023 13:48:53,14.58,,
23,05/13/2023 13:51:53,14.28,,
24,05/13/2023 13:54:53,14.24,,
25,05/13/2023 13:57:53,13.12,,
26,05/13/2023 14:00:53,13.34,,
27,05/13/2023 14:03:53,13.12,,
28,05/13/2023 14:06:53,13.17,,
29,05/13/2023 14:09:53,13.25,,
30,05/13/2023 14:12:53,13.00,,
31,05/13/2023 14:15:53,13.17,,
32,05/13/2023 14:18:53,13.30,,
33,05/13/2023 14:21:53,13.51,,
34,05/13/2023 14:24:53,13.43,,
35,05/13/2023 14:27:53,13.00,,
36,05/13/2023 14:30:53,12.70,,
37,05/13/2023 14:33:53,12.48,,
38,05/13/2023 14:36:53,11.88,,
39,05/13/2023 14:39:53,11.79,,
40,05/13/2023 14:42:53,11.62,,
41,05/13/2023 14:45:53,11.58,,
42,05/13/2023 14:48:53,11.32,,
43,05/13/2023 14:51:53,11.28,,
44,05/13/2023 14:54:53,11.02,,
45,05/13/2023 14:57:53,10.94,,
46,05/13/2023 15:00:53,10.98,,
47,05/13/2023 15:03:53,10.94,,
48,05/13/2023 15:06:53,10.94,,
49,05/13/2023 15:09:53,10.64,,
50,05/13/2023 15:12:53,10.42,,
51,05/13/2023 15:15:53,10.29,,
