#,Date-Time (MST/MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,10/11/2023 20:35:18,1.33,,
2,10/11/2023 20:38:18,1.76,,
3,10/11/2023 20:41:18,1.97,,
4,10/11/2023 20:44:18,2.01,,
5,10/11/2023 20:47:18,2.10,,
6,10/11/2023 20:50:18,2.40,,
7,10/11/2023 20:53:18,2.44,,
8,10/11/2023 20:56:18,2.49,,
9,10/11/2023 20:59:18,2.66,,
10,10/11/2023 21:02:18,2.44,,
11,10/11/2023 21:05:18,2.44,,
12,10/11/2023 21:08:18,2.36,,
13,10/11/2023 21:11:18,2.27,,
14,10/11/2023 21:14:18,2.19,,
15,10/11/2023 21:17:18,2.10,,
16,10/11/2023 21:20:18,2.14,,
17,10/11/2023 21:23:18,2.14,,
18,10/11/2023 21:26:18,1.97,,
19,10/11/2023 21:29:18,1.84,,
20,10/11/2023 21:32:18,1.58,,
21,10/11/2023 21:35:18,1.46,,
22,10/11/2023 21:38:18,1.24,,
23,10/11/2023 21:41:18,1.16,,
24,10/11/2023 21:44:18,1.07,,
25,10/11/2023 21:47:18,0.98,,
26,10/11/2023 21:50:18,1.11,,
27,10/11/2023 21:53:18,1.11,,
28,10/11/2023 21:56:18,1.11,,
29,10/11/2023 21:59:18,1.03,,
30,10/11/2023 22:02:18,1.03,,
31,10/11/2023 22:05:18,0.98,,
32,10/11/2023 22:08:18,0.86,,
33,10/11/2023 22:11:18,0.86,,
34,10/11/2023 22:14:18,0.86,,
35,10/11/2023 22:17:18,0.98,,
36,10/11/2023 22:20:18,1.07,,
37,10/11/2023 22:23:18,1.20,,
38,10/11/2023 22:26:18,1.84,,
39,10/11/2023 22:29:18,1.97,,
40,10/11/2023 22:32:18,1.93,,
41,10/11/2023 22:35:18,1.84,,
42,10/11/2023 22:38:18,1.63,,
43,10/11/2023 22:41:18,1.58,,
44,10/11/2023 22:44:18,1.50,,
45,10/11/2023 22:47:18,1.37,,
46,10/11/2023 22:50:18,1.33,,
47,10/11/2023 22:53:18,1.28,,
48,10/11/2023 22:56:18,1.24,,
49,10/11/2023 22:59:18,1.16,,
50,10/11/2023 23:02:18,1.16,,
51,10/11/2023 23:05:18,1.24,,
52,10/11/2023 23:08:18,1.24,,
53,10/11/2023 23:11:18,1.28,,
54,10/11/2023 23:14:18,1.37,,
55,10/11/2023 23:17:18,1.37,,
56,10/11/2023 23:20:18,1.41,,
57,10/11/2023 23:23:18,1.50,,
58,10/11/2023 23:26:18,1.50,,
59,10/11/2023 23:29:18,1.54,,
