#,Date-Time (MST/MDT),Ch:1 - Temperature   (°C),Host Connected,End of File
1,10/12/2023 15:37:40,4.20,,
2,10/12/2023 15:40:40,4.33,,
3,10/12/2023 15:43:40,4.29,,
4,10/12/2023 15:46:40,4.03,,
5,10/12/2023 15:49:40,3.86,,
6,10/12/2023 15:52:40,3.86,,
7,10/12/2023 15:55:40,3.94,,
8,10/12/2023 15:58:40,3.86,,
9,10/12/2023 16:01:40,3.82,,
10,10/12/2023 16:04:40,3.77,,
11,10/12/2023 16:07:40,3.86,,
12,10/12/2023 16:10:40,3.90,,
13,10/12/2023 16:13:40,3.90,,
14,10/12/2023 16:16:40,3.94,,
15,10/12/2023 16:19:40,4.03,,
16,10/12/2023 16:22:40,4.37,,
17,10/12/2023 16:25:40,4.50,,
18,10/12/2023 16:28:40,4.93,,
19,10/12/2023 16:31:40,4.84,,
20,10/12/2023 16:34:40,4.67,,
21,10/12/2023 16:37:40,4.76,,
22,10/12/2023 16:40:40,4.89,,
23,10/12/2023 16:43:40,4.80,,
24,10/12/2023 16:46:40,4.37,,
25,10/12/2023 16:49:40,3.99,,
26,10/12/2023 16:52:40,3.90,,
27,10/12/2023 16:55:40,3.73,,
28,10/12/2023 16:58:40,3.86,,
29,10/12/2023 17:01:40,3.86,,
30,10/12/2023 17:04:40,3.90,,
31,10/12/2023 17:07:40,3.82,,
32,10/12/2023 17:10:40,3.69,,
33,10/12/2023 17:13:40,4.07,,
34,10/12/2023 17:16:40,3.77,,
35,10/12/2023 17:19:40,4.03,,
36,10/12/2023 17:22:40,4.20,,
37,10/12/2023 17:25:40,4.16,,
38,10/12/2023 17:28:40,4.12,,
39,10/12/2023 17:31:40,4.16,,
40,10/12/2023 17:34:40,3.82,,
41,10/12/2023 17:37:40,3.64,,
42,10/12/2023 17:40:40,3.34,,
43,10/12/2023 17:43:40,3.21,,
44,10/12/2023 17:46:40,2.91,,
45,10/12/2023 17:49:40,2.44,,
46,10/12/2023 17:52:40,2.27,,
47,10/12/2023 17:55:40,2.23,,
48,10/12/2023 17:58:40,2.14,,
49,10/12/2023 18:01:40,2.10,,
50,10/12/2023 18:04:40,2.23,,
51,10/12/2023 18:07:40,2.19,,
52,10/12/2023 18:10:40,2.06,,
53,10/12/2023 18:13:40,1.88,,
54,10/12/2023 18:16:40,1.84,,
55,10/12/2023 18:19:40,1.80,,
56,10/12/2023 18:22:40,1.76,,
57,10/12/2023 18:25:40,1.76,,
58,10/12/2023 18:28:40,1.80,,
59,10/12/2023 18:31:40,1.80,,
60,10/12/2023 18:34:40,1.76,,
61,10/12/2023 18:37:40,1.71,,
62,10/12/2023 18:40:40,1.67,,
63,10/12/2023 18:43:40,1.67,,
64,10/12/2023 18:46:40,1.67,,
65,10/12/2023 18:49:40,1.71,,
66,10/12/2023 18:52:40,1.71,,
67,10/12/2023 18:55:40,1.71,,
68,10/12/2023 18:58:40,1.58,,
69,10/12/2023 19:01:40,1.46,,
70,10/12/2023 19:04:40,1.41,,
71,10/12/2023 19:07:40,1.41,,
72,10/12/2023 19:10:40,1.41,,
73,10/12/2023 19:13:40,1.33,,
74,10/12/2023 19:16:40,1.28,,
75,10/12/2023 19:19:40,1.28,,
76,10/12/2023 19:22:40,1.20,,
77,10/12/2023 19:25:40,1.16,,
78,10/12/2023 19:28:40,1.11,,
79,10/12/2023 19:31:40,1.03,,
80,10/12/2023 19:34:40,0.94,,
81,10/12/2023 19:37:40,0.94,,
82,10/12/2023 19:40:40,0.81,,
83,10/12/2023 19:43:40,0.86,,
84,10/12/2023 19:46:40,0.86,,
85,10/12/2023 19:49:40,0.98,,
86,10/12/2023 19:52:40,1.11,,
87,10/12/2023 19:55:40,1.20,,
88,10/12/2023 19:58:40,1.20,,
89,10/12/2023 20:01:40,1.28,,
90,10/12/2023 20:04:40,1.28,,
91,10/12/2023 20:07:40,1.24,,
92,10/12/2023 20:10:40,1.20,,
93,10/12/2023 20:13:40,1.16,,
94,10/12/2023 20:16:40,1.03,,
95,10/12/2023 20:19:40,1.03,,
96,10/12/2023 20:22:40,0.98,,
97,10/12/2023 20:25:40,0.90,,
98,10/12/2023 20:28:40,0.86,,
99,10/12/2023 20:31:40,0.81,,
100,10/12/2023 20:34:40,0.81,,
101,10/12/2023 20:37:40,0.90,,
102,10/12/2023 20:40:40,0.86,,
103,10/12/2023 20:43:40,0.86,,
104,10/12/2023 20:46:40,0.86,,
105,10/12/2023 20:49:40,0.90,,
106,10/12/2023 20:52:40,0.94,,
107,10/12/2023 20:55:40,0.86,,
108,10/12/2023 20:58:40,0.94,,
109,10/12/2023 21:01:40,0.94,,
110,10/12/2023 21:04:40,0.90,,
111,10/12/2023 21:07:40,0.94,,
112,10/12/2023 21:10:40,1.03,,
113,10/12/2023 21:13:40,1.03,,
114,10/12/2023 21:16:40,0.98,,
115,10/12/2023 21:19:40,1.07,,
116,10/12/2023 21:22:40,1.03,,
117,10/12/2023 21:25:40,1.16,,
118,10/12/2023 21:28:40,1.24,,
119,10/12/2023 21:31:40,1.37,,
120,10/12/2023 21:34:40,1.41,,
121,10/12/2023 21:37:40,1.41,,
122,10/12/2023 21:40:40,1.41,,
123,10/12/2023 21:43:40,1.41,,
124,10/12/2023 21:46:40,1.41,,
125,10/12/2023 21:49:40,1.37,,
126,10/12/2023 21:52:40,1.41,,
127,10/12/2023 21:55:40,1.50,,
128,10/12/2023 21:58:40,1.41,,
129,10/12/2023 22:01:40,1.67,,
130,10/12/2023 22:04:40,1.97,,
131,10/12/2023 22:07:40,2.06,,
132,10/12/2023 22:10:40,2.14,,
133,10/12/2023 22:13:40,2.10,,
134,10/12/2023 22:16:40,1.93,,
135,10/12/2023 22:19:40,1.88,,
136,10/12/2023 22:22:40,1.84,,
137,10/12/2023 22:25:40,2.01,,
138,10/12/2023 22:28:40,2.01,,
139,10/12/2023 22:31:40,2.06,,
140,10/12/2023 22:34:40,1.97,,
141,10/12/2023 22:37:40,1.93,,
142,10/12/2023 22:40:40,1.97,,
143,10/12/2023 22:43:40,1.97,,
144,10/12/2023 22:46:40,1.97,,
145,10/12/2023 22:49:40,1.97,,
146,10/12/2023 22:52:40,1.80,,
147,10/12/2023 22:55:40,1.80,,
148,10/12/2023 22:58:40,1.88,,
149,10/12/2023 23:01:40,1.84,,
150,10/12/2023 23:04:40,2.10,,
151,10/12/2023 23:07:40,2.14,,
152,10/12/2023 23:10:40,2.01,,
153,10/12/2023 23:13:40,1.97,,
154,10/12/2023 23:16:40,1.93,,
155,10/12/2023 23:19:40,1.84,,
156,10/12/2023 23:22:40,1.93,,
157,10/12/2023 23:25:40,1.88,,
158,10/12/2023 23:28:40,1.97,,
159,10/12/2023 23:31:40,1.88,,
160,10/12/2023 23:34:40,1.88,,
161,10/12/2023 23:37:40,1.88,,
162,10/12/2023 23:40:40,1.84,,
163,10/12/2023 23:43:40,1.88,,
164,10/12/2023 23:46:40,1.93,,
165,10/12/2023 23:49:40,2.01,,
166,10/12/2023 23:52:40,2.10,,
167,10/12/2023 23:55:40,2.01,,
168,10/12/2023 23:58:40,1.93,,
169,10/13/2023 00:01:40,1.84,,
170,10/13/2023 00:04:40,1.93,,
171,10/13/2023 00:07:40,1.88,,
172,10/13/2023 00:10:40,1.76,,
173,10/13/2023 00:13:40,1.67,,
174,10/13/2023 00:16:40,1.71,,
175,10/13/2023 00:19:40,1.71,,
176,10/13/2023 00:22:40,1.84,,
177,10/13/2023 00:25:40,1.93,,
178,10/13/2023 00:28:40,1.97,,
179,10/13/2023 00:31:40,1.93,,
180,10/13/2023 00:34:40,1.80,,
181,10/13/2023 00:37:40,1.67,,
182,10/13/2023 00:40:40,1.71,,
183,10/13/2023 00:43:40,1.67,,
184,10/13/2023 00:46:40,1.80,,
185,10/13/2023 00:49:40,1.84,,
